SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,NB_OF_DAYS,DAILY_MEAN,NB_OF_INVOICES
0258BB,2020-01-02,2020-02-29,2546,"376,43",58,43.89655172413793,35
0258BB,2020-01-03,2020-03-31,2675,"397,90",88,30.397727272727273,35
0258BB,2020-01-04,2020-04-30,2595,"385,31",117,22.17948717948718,35
0258BB,2020-01-05,2020-05-31,2672,"396,21",147,18.17687074829932,35
0258BB,2020-01-06,2020-06-30,2635,"390,18",176,14.971590909090908,35
0258BB,2020-01-07,2020-07-31,2760,"407,29",206,13.398058252427184,35
0258BB,2020-01-08,2020-08-31,2811,"413,47",236,11.911016949152541,35
0258BB,2020-01-09,2020-09-30,2694,"396,71",265,10.166037735849057,35
0258BB,2020-01-10,2020-10-31,2766,"406,79",295,9.376271186440677,35
0258BB,2020-01-11,2020-11-30,2655,"368,07",324,8.194444444444445,35
0258BR,2018-01-01,2018-01-31,2726,"303,27",30,90.86666666666666,35
0258BR,2018-01-02,2018-02-28,2513,"280,55",57,44.08771929824562,35
0258BR,2018-01-03,2018-03-31,2804,"311,18",87,32.229885057471265,35
0258BR,2018-01-04,2018-04-30,2770,"306,86",116,23.879310344827587,35
0258BR,2018-01-05,2018-05-31,2929,"323,47",146,20.061643835616437,35
0258BR,2018-01-06,2018-06-30,2868,"316,86",175,16.388571428571428,35
0258BR,2018-01-07,2018-07-31,3005,"334,61",205,14.658536585365853,35
0258BR,2018-01-08,2018-08-31,3105,"346,84",235,13.212765957446809,35
0258BR,2018-01-09,2018-09-30,2865,"323,64",264,10.852272727272727,35
0258BR,2018-01-10,2018-10-31,2904,"327,86",294,9.877551020408163,35
0258BR,2018-01-11,2018-11-30,2983,"324,86",323,9.235294117647058,35
0258BR,2018-01-12,2018-12-31,3224,"350,04",353,9.13314447592068,35
0258BR,2019-01-01,2019-01-31,3229,"342,08",30,107.63333333333334,35
0258BR,2019-01-02,2019-02-28,2925,"311,11",57,51.31578947368421,35
0258BR,2019-01-03,2019-03-31,3239,"343,09",87,37.229885057471265,35
0258BR,2019-01-04,2019-04-30,3126,"331,58",116,26.948275862068964,35
0258BR,2019-01-05,2019-05-31,3245,"343,70",146,22.226027397260275,35
0258BR,2019-01-06,2019-06-30,3255,"344,74",175,18.6,35
0258BR,2019-01-07,2019-07-31,3299,"349,20",205,16.09268292682927,35
0258BR,2019-01-08,2019-08-31,3341,"353,50",235,14.217021276595744,35
0258BR,2019-01-09,2019-09-30,3147,"333,72",264,11.920454545454545,35
0258BR,2019-01-10,2019-10-31,3251,"344,32",294,11.0578231292517,35
0258BR,2019-01-11,2019-11-30,3053,"324,15",323,9.452012383900929,35
0258BR,2019-01-12,2019-12-31,2732,"291,46",353,7.739376770538244,35
0258BR,2020-01-01,2020-01-31,2710,"344,69",30,90.33333333333333,35
0258BR,2020-01-02,2020-02-29,2567,"327,20",58,44.258620689655174,35
0258BR,2020-01-03,2020-03-31,2735,"346,05",88,31.079545454545453,35
0258BR,2020-01-04,2020-04-30,2696,"341,31",117,23.042735042735043,35
0258BR,2020-01-05,2020-05-31,2832,"357,86",147,19.26530612244898,35
0258BR,2020-01-06,2020-06-30,2820,"356,40",176,16.022727272727273,35
0258BR,2020-01-07,2020-07-31,2966,"374,16",206,14.398058252427184,35
0258BR,2020-01-08,2020-08-31,3044,"383,66",236,12.898305084745763,35
0258BR,2020-01-09,2020-09-30,2923,"368,93",265,11.030188679245283,35
0258BR,2020-01-10,2020-10-31,2991,"377,21",295,10.138983050847457,35
0258BR,2020-01-11,2020-11-30,2871,"349,39",324,8.86111111111111,35
0258KO,2018-01-01,2018-01-31,1292,"161,67",30,43.06666666666667,35
0258KO,2018-01-02,2018-02-28,1247,"156,24",57,21.87719298245614,35
0258KO,2018-01-03,2018-03-31,1307,"163,47",87,15.022988505747126,35
0258KO,2018-01-04,2018-04-30,1200,"150,58",116,10.344827586206897,35
0258KO,2018-01-05,2018-05-31,1249,"156,48",146,8.554794520547945,35
0258KO,2018-01-06,2018-06-30,1217,"152,63",175,6.954285714285715,35
0258KO,2018-01-07,2018-07-31,1270,"159,10",205,6.195121951219512,35
0258KO,2018-01-08,2018-08-31,1292,"161,76",235,5.497872340425532,35
0258KO,2018-01-09,2018-09-30,1208,"152,58",264,4.575757575757576,35
0258KO,2018-01-10,2018-10-31,1233,"155,61",294,4.1938775510204085,35
0258KO,2018-01-11,2018-11-30,1216,"153,55",323,3.764705882352941,35
0258KO,2018-01-12,2018-12-31,1289,"162,41",353,3.651558073654391,35
0258KO,2019-01-01,2019-01-31,1357,"187,40",30,45.233333333333334,35
0258KO,2019-01-02,2019-02-28,1157,"160,67",57,20.29824561403509,35
0258KO,2019-01-03,2019-03-31,1241,"171,90",87,14.264367816091953,35
0258KO,2019-01-04,2019-04-30,1188,"164,81",116,10.241379310344827,35
0258KO,2019-01-05,2019-05-31,1230,"170,43",146,8.424657534246576,35
0258KO,2019-01-06,2019-06-30,1710,"234,56",175,9.771428571428572,35
0258KO,2019-01-07,2019-07-31,1837,"251,53",205,8.960975609756098,35
0258KO,2019-01-08,2019-08-31,1875,"256,61",235,7.9787234042553195,35
0258KO,2019-01-09,2019-09-30,1800,"246,59",264,6.818181818181818,35
0258KO,2019-01-10,2019-10-31,1853,"253,67",294,6.302721088435374,35
0258KO,2019-01-11,2019-11-30,1779,"243,78",323,5.507739938080495,35
0258KO,2019-01-12,2019-12-31,1825,"249,93",353,5.169971671388102,35
0258KO,2020-01-01,2020-01-31,1821,"248,05",30,60.7,35
0258KO,2020-01-02,2020-02-29,1703,"232,41",58,29.362068965517242,35
0258KO,2020-01-03,2020-03-31,1831,"249,37",88,20.806818181818183,35
0258KO,2020-01-04,2020-04-30,1782,"242,88",117,15.23076923076923,35
0258KO,2020-01-05,2020-05-31,1844,"251,09",147,12.54421768707483,35
0258KO,2020-01-06,2020-06-30,1800,"245,26",176,10.227272727272727,35
0258KO,2020-01-07,2020-07-31,1864,"253,74",206,9.048543689320388,35
0258KO,2020-01-08,2020-08-31,1865,"253,87",236,7.9025423728813555,35
0258KO,2020-01-09,2020-09-30,1786,"243,41",265,6.739622641509434,35
0258KO,2020-01-10,2020-10-31,1813,"246,99",295,6.145762711864407,35
0258KO,2020-01-11,2020-11-30,1711,"226,66",324,5.280864197530864,35
0259BB,2018-01-01,2018-01-31,2708,"350,19",30,90.26666666666667,35
0259BB,2018-01-02,2018-02-28,2468,"319,73",57,43.29824561403509,35
0259BB,2018-01-03,2018-03-31,2722,"352,30",87,31.28735632183908,35
0259BB,2018-01-04,2018-04-30,2896,"375,98",116,24.96551724137931,35
0259BB,2018-01-05,2018-05-31,3168,"410,49",146,21.698630136986303,35
0259BB,2018-01-06,2018-06-30,3144,"407,19",175,17.965714285714284,35
0259BB,2018-01-07,2018-07-31,3294,"426,70",205,16.068292682926828,35
0259BB,2018-01-08,2018-08-31,3319,"429,41",235,14.12340425531915,35
0259BB,2018-01-09,2018-09-30,3000,"391,31",264,11.363636363636363,35
0259BB,2018-01-10,2018-10-31,2924,"381,27",294,9.945578231292517,35
0259BB,2018-01-11,2018-11-30,2719,"354,92",323,8.41795665634675,35
0259BB,2018-01-12,2018-12-31,2735,"356,52",353,7.747875354107649,35
0259BB,2019-01-01,2019-01-31,2772,"344,66",30,92.4,35
0259BB,2019-01-02,2019-02-28,2488,"310,66",57,43.64912280701754,35
0259BB,2019-01-03,2019-03-31,2781,"346,21",87,31.96551724137931,35
0259BB,2019-01-04,2019-04-30,2849,"355,40",116,24.560344827586206,35
0259BB,2019-01-05,2019-05-31,2932,"364,69",146,20.08219178082192,35
0259BB,2019-01-06,2019-06-30,3270,"406,02",175,18.685714285714287,35
0259BB,2019-01-07,2019-07-31,3270,"405,82",205,15.951219512195122,35
0259BB,2019-01-08,2019-08-31,3299,"409,34",235,14.038297872340426,35
0259BB,2019-01-09,2019-09-30,2946,"366,68",264,11.159090909090908,35
0259BB,2019-01-10,2019-10-31,2930,"363,33",294,9.965986394557824,35
0259BB,2019-01-11,2019-11-30,2712,"337,83",323,8.396284829721361,35
0259BB,2019-01-12,2019-12-31,2763,"343,79",353,7.827195467422096,35
0259BB,2020-01-01,2020-01-31,2760,"422,77",30,92.0,35
0259BB,2020-01-02,2020-02-29,2578,"395,59",58,44.44827586206897,35
0259BB,2020-01-03,2020-03-31,2838,"432,96",88,32.25,35
0259BB,2020-01-04,2020-04-30,2895,"436,50",117,24.743589743589745,35
0259BB,2020-01-05,2020-05-31,2998,"451,65",147,20.39455782312925,35
0259BB,2020-01-06,2020-06-30,3080,"459,49",176,17.5,35
0259BB,2020-01-07,2020-07-31,3224,"480,08",206,15.650485436893204,35
0259BB,2020-01-08,2020-08-31,3268,"485,44",236,13.847457627118644,35
0259BB,2020-01-09,2020-09-30,2994,"448,77",265,11.29811320754717,35
0259BB,2020-01-10,2020-10-31,2917,"440,93",295,9.888135593220339,35
0259BB,2020-01-11,2020-11-30,2756,"380,72",324,8.506172839506172,35
0259BR,2018-01-01,2018-01-31,1045,"106,38",30,34.833333333333336,34
0259BR,2018-01-02,2018-02-28,1451,"149,60",57,25.45614035087719,34
0259BR,2018-01-03,2018-03-31,1731,"181,41",87,19.896551724137932,34
0259BR,2018-01-04,2018-04-30,1547,"159,34",116,13.336206896551724,34
0259BR,2018-01-05,2018-05-31,1611,"165,13",146,11.034246575342467,34
0259BR,2018-01-06,2018-06-30,1713,"184,15",175,9.788571428571428,34
0259BR,2018-01-07,2018-07-31,1628,"167,68",205,7.941463414634146,34
0259BR,2018-01-08,2018-08-31,1760,"181,81",235,7.48936170212766,34
0259BR,2018-01-09,2018-09-30,1611,"165,93",264,6.1022727272727275,34
0259BR,2018-01-10,2018-10-31,1684,"171,77",294,5.727891156462585,34
0259BR,2018-01-11,2018-11-30,1889,"193,89",323,5.848297213622291,34
0259BR,2018-01-12,2018-12-31,1679,"177,13",353,4.756373937677054,34
0259BR,2019-01-01,2019-01-31,1998,"226,57",30,66.6,34
0259BR,2019-01-02,2019-02-28,1977,"226,56",57,34.68421052631579,34
0259BR,2019-01-03,2019-03-31,1110,"126,98",87,12.758620689655173,34
0259BR,2019-01-04,2019-04-30,1945,"223,09",116,16.767241379310345,34
0259BR,2019-01-05,2019-05-31,1439,"180,45",146,9.856164383561644,34
0259BR,2019-01-06,2019-06-30,1483,"171,29",175,8.474285714285715,34
0259BR,2019-01-07,2019-07-31,2044,"233,02",205,9.970731707317073,34
0259BR,2019-01-08,2019-08-31,2011,"228,05",235,8.557446808510639,34
0259BR,2019-01-09,2019-09-30,1713,"196,65",264,6.488636363636363,34
0259BR,2019-01-10,2019-10-31,2084,"239,87",294,7.08843537414966,34
0259BR,2019-01-11,2019-11-30,1758,"199,53",323,5.442724458204334,34
0259BR,2019-01-12,2019-12-31,2223,"260,31",353,6.2974504249291785,34
0259BR,2020-01-01,2020-01-31,1780,"204,70",30,59.333333333333336,34
0259BR,2020-01-02,2020-02-29,1700,"193,63",58,29.310344827586206,34
0259BR,2020-01-03,2020-03-31,1708,"203,76",88,19.40909090909091,34
0259BR,2020-01-04,2020-04-30,2089,"239,19",117,17.854700854700855,34
0259BR,2020-01-05,2020-05-31,1654,"187,56",147,11.251700680272108,34
0259BR,2020-01-06,2020-06-30,1874,"210,08",176,10.647727272727273,34
0259BR,2020-01-07,2020-07-31,2071,"231,74",206,10.053398058252426,34
0259BR,2020-01-08,2020-08-31,1948,"219,54",236,8.254237288135593,34
0259BR,2020-01-09,2020-09-30,2107,"238,09",265,7.950943396226415,34
0259BR,2020-01-10,2020-10-31,1653,"185,14",295,5.603389830508474,34
0260BB,2015-01-02,2018-11-30,9178,"1 367,28",1428,6.427170868347339,23
0260BB,2019-01-02,2019-02-28,927,"104,11",57,16.263157894736842,23
0260BB,2019-01-03,2019-03-31,1073,"116,11",87,12.333333333333334,23
0260BB,2019-01-04,2019-04-30,874,"99,81",116,7.5344827586206895,23
0260BB,2019-01-05,2019-05-31,982,"108,64",146,6.726027397260274,23
0260BB,2019-01-06,2019-06-30,802,"93,99",175,4.582857142857143,23
0260BB,2019-01-07,2019-07-31,794,"93,31",205,3.873170731707317,23
0260BB,2019-01-08,2019-08-31,374,"59,01",235,1.5914893617021277,23
0260BB,2019-01-09,2019-09-30,757,"90,19",264,2.867424242424242,23
0260BB,2019-01-10,2019-10-31,857,"98,54",294,2.9149659863945576,23
0260BB,2019-01-11,2019-11-30,974,"79,57",323,3.015479876160991,23
0260BB,2019-01-12,2019-12-31,1007,"110,72",353,2.8526912181303117,23
0260BB,2020-01-01,2020-01-31,1023,"134,84",30,34.1,23
0260BB,2020-01-02,2020-02-29,961,"128,48",58,16.56896551724138,23
0260BB,2020-01-03,2020-03-31,870,"118,93",88,9.886363636363637,23
0260BB,2020-01-04,2020-04-30,941,"125,86",117,8.042735042735043,23
0260BB,2020-01-05,2020-05-31,1032,"191,80",147,7.020408163265306,23
0260BB,2020-01-06,2020-06-30,1107,"142,94",176,6.2897727272727275,23
0260BB,2020-01-07,2020-07-31,1148,"260,24",206,5.572815533980583,23
0260BB,2020-01-08,2020-08-31,1156,"148,01",236,4.898305084745763,23
0260BB,2020-01-09,2020-09-30,1082,"140,32",265,4.083018867924529,23
0260BB,2020-01-10,2020-10-31,1104,"142,53",295,3.7423728813559323,23
0260BB,2020-01-11,2020-11-30,1086,"111,28",324,3.3518518518518516,23
0260BR,2017-01-10,2018-12-31,23899,"3 659,14",720,33.19305555555555,24
0260BR,2019-01-01,2019-01-31,1781,"246,86",30,59.36666666666667,24
0260BR,2019-01-02,2019-02-28,1605,"212,67",57,28.157894736842106,24
0260BR,2019-01-03,2019-03-31,1665,"203,26",87,19.137931034482758,24
0260BR,2019-01-04,2019-04-30,1818,"217,52",116,15.672413793103448,24
0260BR,2019-01-05,2019-05-31,1753,"210,68",146,12.006849315068493,24
0260BR,2019-01-06,2019-06-30,1460,"174,46",175,8.342857142857143,24
0260BR,2019-01-07,2019-07-31,1361,"155,11",205,6.639024390243902,24
0260BR,2019-01-08,2019-08-31,1476,"175,98",235,6.280851063829787,24
0260BR,2019-01-09,2019-09-30,1221,"176,80",264,4.625,24
0260BR,2019-01-10,2019-10-31,1329,"164,74",294,4.520408163265306,24
0260BR,2019-01-11,2019-11-30,1244,"152,32",323,3.8513931888544892,24
0260BR,2019-01-12,2019-12-31,1354,"165,65",353,3.8356940509915014,24
0260BR,2020-01-01,2020-01-31,1316,"152,33",30,43.86666666666667,24
0260BR,2020-01-02,2020-02-29,1191,"146,30",58,20.53448275862069,24
0260BR,2020-01-03,2020-03-31,1361,"155,43",88,15.465909090909092,24
0260BR,2020-01-04,2020-04-30,1283,"143,76",117,10.965811965811966,24
0260BR,2020-01-05,2020-05-31,1374,"150,73",147,9.346938775510203,24
0260BR,2020-01-06,2020-06-30,1273,"146,36",176,7.232954545454546,24
0260BR,2020-01-07,2020-07-31,1363,"158,54",206,6.616504854368932,24
0260BR,2020-01-08,2020-08-31,1392,"161,81",236,5.898305084745763,24
0260BR,2020-01-09,2020-09-30,1386,"155,51",265,5.230188679245283,24
0260BR,2020-01-10,2020-10-31,1282,"146,44",295,4.345762711864407,24
0260BR,2020-01-11,2020-11-30,1283,"154,99",324,3.9598765432098766,24
0260KO,2018-01-01,2018-01-31,1787,"223,10",30,59.56666666666667,35
0260KO,2018-01-02,2018-02-28,1667,"208,65",57,29.24561403508772,35
0260KO,2018-01-03,2018-03-31,1791,"223,59",87,20.586206896551722,35
0260KO,2018-01-04,2018-04-30,1682,"210,45",116,14.5,35
0260KO,2018-01-05,2018-05-31,1761,"219,97",146,12.061643835616438,35
0260KO,2018-01-06,2018-06-30,1732,"216,48",175,9.897142857142857,35
0260KO,2018-01-07,2018-07-31,1810,"226,00",205,8.829268292682928,35
0260KO,2018-01-08,2018-08-31,1832,"228,65",235,7.7957446808510635,35
0260KO,2018-01-09,2018-09-30,1700,"214,08",264,6.4393939393939394,35
0260KO,2018-01-10,2018-10-31,1732,"217,96",294,5.891156462585034,35
0260KO,2018-01-11,2018-11-30,1691,"212,99",323,5.235294117647059,35
0260KO,2018-01-12,2018-12-31,1803,"226,58",353,5.1076487252124645,35
0260KO,2019-01-01,2019-01-31,1846,"254,55",30,61.53333333333333,35
0260KO,2019-01-02,2019-02-28,1605,"222,35",57,28.157894736842106,35
0260KO,2019-01-03,2019-03-31,1733,"239,45",87,19.919540229885058,35
0260KO,2019-01-04,2019-04-30,1676,"231,84",116,14.448275862068966,35
0260KO,2019-01-05,2019-05-31,1732,"239,32",146,11.863013698630137,35
0260KO,2019-01-06,2019-06-30,1780,"245,73",175,10.17142857142857,35
0260KO,2019-01-07,2019-07-31,1811,"249,88",205,8.834146341463414,35
0260KO,2019-01-08,2019-08-31,1825,"251,75",235,7.76595744680851,35
0260KO,2019-01-09,2019-09-30,1675,"231,71",264,6.34469696969697,35
0260KO,2019-01-10,2019-10-31,1610,"223,02",294,5.476190476190476,35
0260KO,2019-01-11,2019-11-30,1522,"211,26",323,4.712074303405573,35
0260KO,2019-01-12,2019-12-31,1565,"217,01",353,4.43342776203966,35
0260KO,2020-01-01,2020-01-31,1566,"216,30",30,52.2,35
0260KO,2020-01-02,2020-02-29,1464,"202,79",58,25.24137931034483,35
0260KO,2020-01-03,2020-03-31,1614,"222,66",88,18.34090909090909,35
0260KO,2020-01-04,2020-04-30,1567,"216,44",117,13.393162393162394,35
0260KO,2020-01-05,2020-05-31,1611,"222,27",147,10.959183673469388,35
0260KO,2020-01-06,2020-06-30,1584,"218,69",176,9.0,35
0260KO,2020-01-07,2020-07-31,1770,"243,33",206,8.592233009708737,35
0260KO,2020-01-08,2020-08-31,1887,"258,83",236,7.995762711864407,35
0260KO,2020-01-09,2020-09-30,1862,"255,52",265,7.026415094339622,35
0260KO,2020-01-10,2020-10-31,1915,"262,54",295,6.491525423728813,35
0260KO,2020-01-11,2020-11-30,1819,"249,82",324,5.614197530864198,35
0261BB,2018-01-01,2018-12-31,644,"245,45",364,1.7692307692307692,2
0261BB,2019-01-01,2019-12-31,644,"242,19",364,1.7692307692307692,2
0261BR,2018-01-01,2018-01-31,2745,"320,54",30,91.5,35
0261BR,2018-01-02,2018-02-28,2237,"261,22",57,39.24561403508772,35
0261BR,2018-01-03,2018-03-31,2486,"290,29",87,28.57471264367816,35
0261BR,2018-01-04,2018-04-30,2693,"314,46",116,23.21551724137931,35
0261BR,2018-01-05,2018-05-31,2637,"307,92",146,18.061643835616437,35
0261BR,2018-01-06,2018-06-30,2541,"296,71",175,14.52,35
0261BR,2018-01-07,2018-07-31,2798,"326,92",205,13.648780487804878,35
0261BR,2018-01-08,2018-08-31,2752,"321,55",235,11.71063829787234,35
0261BR,2018-01-09,2018-09-30,2396,"281,84",264,9.075757575757576,35
0261BR,2018-01-10,2018-10-31,2844,"334,53",294,9.673469387755102,35
0261BR,2018-01-11,2018-11-30,2554,"300,42",323,7.9071207430340555,35
0261BR,2018-01-12,2018-12-31,2616,"307,71",353,7.410764872521247,35
0261BR,2019-01-01,2019-01-31,2585,"282,22",30,86.16666666666667,35
0261BR,2019-01-02,2019-02-28,2374,"259,18",57,41.64912280701754,35
0261BR,2019-01-03,2019-03-31,2487,"271,52",87,28.586206896551722,35
0261BR,2019-01-04,2019-04-30,2554,"278,83",116,22.017241379310345,35
0261BR,2019-01-05,2019-05-31,2701,"294,88",146,18.5,35
0261BR,2019-01-06,2019-06-30,1875,"204,70",175,10.714285714285714,35
0261BR,2019-01-07,2019-07-31,3644,"397,83",205,17.775609756097563,35
0261BR,2019-01-08,2019-08-31,2503,"273,27",235,10.651063829787233,35
0261BR,2019-01-09,2019-09-30,2621,"286,15",264,9.928030303030303,35
0261BR,2019-01-10,2019-10-31,2990,"326,43",294,10.170068027210885,35
0261BR,2019-01-11,2019-11-30,2494,"272,28",323,7.7213622291021675,35
0261BR,2019-01-12,2019-12-31,1910,"208,52",353,5.410764872521247,35
0261BR,2020-01-01,2020-01-31,2821,"363,54",30,94.03333333333333,35
0261BR,2020-01-02,2020-02-29,2537,"326,94",58,43.741379310344826,35
0261BR,2020-01-03,2020-03-31,2534,"324,98",88,28.795454545454547,35
0261BR,2020-01-04,2020-04-30,2792,"358,07",117,23.863247863247864,35
0261BR,2020-01-05,2020-05-31,2827,"362,00",147,19.231292517006803,35
0261BR,2020-01-06,2020-06-30,3049,"390,42",176,17.323863636363637,35
0261BR,2020-01-07,2020-07-31,2674,"342,41",206,12.980582524271844,35
0261BR,2020-01-08,2020-08-31,3108,"397,98",236,13.169491525423728,35
0261BR,2020-01-09,2020-09-30,3015,"386,07",265,11.377358490566039,35
0261BR,2020-01-10,2020-10-31,2754,"352,65",295,9.335593220338984,35
0261BR,2020-01-11,2020-11-30,2813,"360,20",324,8.682098765432098,35
0261KO,2018-01-01,2018-01-31,2177,"271,29",30,72.56666666666666,35
0261KO,2018-01-02,2018-02-28,1987,"248,40",57,34.85964912280702,35
0261KO,2018-01-03,2018-03-31,2174,"270,93",87,24.988505747126435,35
0261KO,2018-01-04,2018-04-30,2132,"265,87",116,18.379310344827587,35
0261KO,2018-01-05,2018-05-31,2222,"276,72",146,15.219178082191782,35
0261KO,2018-01-06,2018-06-30,2146,"267,56",175,12.262857142857143,35
0261KO,2018-01-07,2018-07-31,2229,"277,71",205,10.873170731707317,35
0261KO,2018-01-08,2018-08-31,2256,"280,97",235,9.6,35
0261KO,2018-01-09,2018-09-30,2101,"263,94",264,7.958333333333333,35
0261KO,2018-01-10,2018-10-31,1924,"242,46",294,6.54421768707483,35
0261KO,2018-01-11,2018-11-30,2010,"252,90",323,6.222910216718266,35
0261KO,2018-01-12,2018-12-31,2416,"302,16",353,6.8441926345609065,35
0261KO,2019-01-01,2019-01-31,2405,"330,46",30,80.16666666666667,35
0261KO,2019-01-02,2019-02-28,2180,"300,40",57,38.24561403508772,35
0261KO,2019-01-03,2019-03-31,2417,"332,07",87,27.7816091954023,35
0261KO,2019-01-04,2019-04-30,2329,"320,31",116,20.07758620689655,35
0261KO,2019-01-05,2019-05-31,2379,"326,99",146,16.294520547945204,35
0261KO,2019-01-06,2019-06-30,2377,"326,72",175,13.582857142857144,35
0261KO,2019-01-07,2019-07-31,2514,"345,03",205,12.263414634146342,35
0261KO,2019-01-08,2019-08-31,2528,"346,90",235,10.757446808510638,35
0261KO,2019-01-09,2019-09-30,2423,"332,87",264,9.178030303030303,35
0261KO,2019-01-10,2019-10-31,2500,"343,16",294,8.503401360544217,35
0261KO,2019-01-11,2019-11-30,2409,"331,00",323,7.458204334365325,35
0261KO,2019-01-12,2019-12-31,2485,"341,15",353,7.039660056657223,35
0261KO,2020-01-01,2020-01-31,2492,"340,34",30,83.06666666666666,35
0261KO,2020-01-02,2020-02-29,2401,"328,28",58,41.39655172413793,35
0261KO,2020-01-03,2020-03-31,2604,"355,17",88,29.59090909090909,35
0261KO,2020-01-04,2020-04-30,2625,"357,95",117,22.435897435897434,35
0261KO,2020-01-05,2020-05-31,2706,"368,68",147,18.408163265306122,35
0261KO,2020-01-06,2020-06-30,2627,"358,22",176,14.926136363636363,35
0261KO,2020-01-07,2020-07-31,2763,"376,24",206,13.412621359223301,35
0261KO,2020-01-08,2020-08-31,2819,"383,65",236,11.944915254237289,35
0261KO,2020-01-09,2020-09-30,2697,"367,49",265,10.177358490566037,35
0261KO,2020-01-10,2020-10-31,2798,"380,87",295,9.484745762711864,35
0261KO,2020-01-11,2020-11-30,2677,"354,63",324,8.262345679012345,35
0262BB,2018-01-01,2018-12-31,12990,"1 893,45",364,35.68681318681319,24
0262BB,2019-01-01,2019-01-31,1260,"176,59",30,42.0,24
0262BB,2019-01-02,2019-02-28,1152,"149,79",57,20.210526315789473,24
0262BB,2019-01-03,2019-03-31,1262,"163,05",87,14.505747126436782,24
0262BB,2019-01-04,2019-04-30,1228,"158,90",116,10.586206896551724,24
0262BB,2019-01-05,2019-05-31,1277,"164,78",146,8.746575342465754,24
0262BB,2019-01-06,2019-06-30,1376,"176,61",175,7.862857142857143,24
